file,algorithm,colors_used,time_ms
g_n800_k2_13.edges,firstfit,2,24.4198
g_n800_k2_13.edges,cbip,3,9086.6506
g_n800_k2_13.edges,firstfit_luf,2,23.3238
g_n800_k2_14.edges,firstfit,8,23.9162
g_n800_k2_14.edges,cbip,4,9062.6767
g_n800_k2_14.edges,firstfit_luf,2,23.036
g_n800_k2_15.edges,firstfit,3,23.9098
g_n800_k2_15.edges,cbip,4,9071.2166
g_n800_k2_15.edges,firstfit_luf,2,23.4563
g_n800_k2_16.edges,firstfit,4,25.4595
g_n800_k2_16.edges,cbip,3,9228.0757
g_n800_k2_16.edges,firstfit_luf,3,24.009
g_n800_k2_17.edges,firstfit,6,24.7133
g_n800_k2_17.edges,cbip,4,9109.7717
g_n800_k2_17.edges,firstfit_luf,3,23.9112
g_n800_k2_18.edges,firstfit,5,24.3311
g_n800_k2_18.edges,cbip,3,9220.8278
g_n800_k2_18.edges,firstfit_luf,2,23.3104
g_n800_k2_19.edges,firstfit,2,24.8973
g_n800_k2_19.edges,cbip,3,9115.1011
g_n800_k2_19.edges,firstfit_luf,4,27.8213
g_n800_k2_2.edges,firstfit,3,24.9913
g_n800_k2_2.edges,cbip,2,9138.3381
g_n800_k2_2.edges,firstfit_luf,3,23.5071
g_n800_k2_20.edges,firstfit,10,25.0154
g_n800_k2_20.edges,cbip,3,9086.5495
g_n800_k2_20.edges,firstfit_luf,3,23.7365
g_n800_k2_21.edges,firstfit,6,25.5747
g_n800_k2_21.edges,cbip,3,9124.6965
g_n800_k2_21.edges,firstfit_luf,2,23.5763
g_n800_k2_22.edges,firstfit,10,24.1981
g_n800_k2_22.edges,cbip,4,9212.9347
g_n800_k2_22.edges,firstfit_luf,3,24.0951
g_n800_k2_23.edges,firstfit,8,23.7029
g_n800_k2_23.edges,cbip,4,9028.1713
g_n800_k2_23.edges,firstfit_luf,3,23.0949
g_n800_k2_24.edges,firstfit,6,24.2705
g_n800_k2_24.edges,cbip,4,9175.1695
g_n800_k2_24.edges,firstfit_luf,4,23.3464
g_n800_k2_25.edges,firstfit,7,24.0006
g_n800_k2_25.edges,cbip,2,10249.2044
g_n800_k2_25.edges,firstfit_luf,4,23.8891
g_n800_k2_26.edges,firstfit,2,23.037
g_n800_k2_26.edges,cbip,2,9418.5004
g_n800_k2_26.edges,firstfit_luf,3,24.2956
g_n800_k2_27.edges,firstfit,4,24.4906
g_n800_k2_27.edges,cbip,4,9139.9193
g_n800_k2_27.edges,firstfit_luf,3,23.4995
g_n800_k2_28.edges,firstfit,10,24.1687
g_n800_k2_28.edges,cbip,4,9562.3326
g_n800_k2_28.edges,firstfit_luf,11,22.7978
g_n800_k2_29.edges,firstfit,5,23.2055
g_n800_k2_29.edges,cbip,3,8742.1045
g_n800_k2_29.edges,firstfit_luf,5,22.0041
g_n800_k2_3.edges,firstfit,2,22.891
g_n800_k2_3.edges,cbip,4,10157.1293
g_n800_k2_3.edges,firstfit_luf,2,23.273
g_n800_k2_30.edges,firstfit,2,24.2016
g_n800_k2_30.edges,cbip,4,9360.065
g_n800_k2_30.edges,firstfit_luf,2,23.7904
g_n800_k2_31.edges,firstfit,4,24.3058
g_n800_k2_31.edges,cbip,4,9088.6152
g_n800_k2_31.edges,firstfit_luf,2,23.0682
g_n800_k2_32.edges,firstfit,3,24.0521
g_n800_k2_32.edges,cbip,4,8964.7012
g_n800_k2_32.edges,firstfit_luf,10,23.7386
g_n800_k2_33.edges,firstfit,8,24.1287
g_n800_k2_33.edges,cbip,4,9000.0
g_n800_k2_33.edges,firstfit_luf,2,22.9268
g_n800_k2_34.edges,firstfit,7,24.2507
g_n800_k2_34.edges,cbip,3,8894.2194
g_n800_k2_34.edges,firstfit_luf,4,22.9704
g_n800_k2_35.edges,firstfit,2,24.4186
g_n800_k2_35.edges,cbip,3,9429.5776
g_n800_k2_35.edges,firstfit_luf,3,23.2108
g_n800_k2_36.edges,firstfit,2,24.0114
g_n800_k2_36.edges,cbip,3,9123.961
g_n800_k2_36.edges,firstfit_luf,2,24.0016
g_n800_k2_37.edges,firstfit,5,24.2362
g_n800_k2_37.edges,cbip,2,9123.7433
g_n800_k2_37.edges,firstfit_luf,3,23.1807
g_n800_k2_38.edges,firstfit,10,24.1966
g_n800_k2_38.edges,cbip,3,9254.2148
g_n800_k2_38.edges,firstfit_luf,10,25.5182
g_n800_k2_39.edges,firstfit,4,24.8375
g_n800_k2_39.edges,cbip,3,9180.6972
g_n800_k2_39.edges,firstfit_luf,3,23.639
g_n800_k2_4.edges,firstfit,2,24.0333
g_n800_k2_4.edges,cbip,3,9235.8727
g_n800_k2_4.edges,firstfit_luf,4,24.004
g_n800_k2_40.edges,firstfit,3,23.824
g_n800_k2_40.edges,cbip,4,8968.3466
g_n800_k2_40.edges,firstfit_luf,2,23.8192
g_n800_k2_41.edges,firstfit,2,23.7904
g_n800_k2_41.edges,cbip,3,9148.8116
g_n800_k2_41.edges,firstfit_luf,5,23.3643
g_n800_k2_42.edges,firstfit,6,24.4644
g_n800_k2_42.edges,cbip,4,9247.2069
g_n800_k2_42.edges,firstfit_luf,10,23.792
g_n800_k2_43.edges,firstfit,9,24.3764
g_n800_k2_43.edges,cbip,3,8988.0488
g_n800_k2_43.edges,firstfit_luf,2,22.8667
g_n800_k2_44.edges,firstfit,4,24.2553
g_n800_k2_44.edges,cbip,3,9707.6654
g_n800_k2_44.edges,firstfit_luf,4,24.1826
g_n800_k2_45.edges,firstfit,3,24.7264
g_n800_k2_45.edges,cbip,4,9804.1914
g_n800_k2_45.edges,firstfit_luf,2,23.3717
g_n800_k2_46.edges,firstfit,6,24.451
g_n800_k2_46.edges,cbip,3,9635.7546
g_n800_k2_46.edges,firstfit_luf,2,23.9146
g_n800_k2_47.edges,firstfit,9,24.5538
g_n800_k2_47.edges,cbip,3,9010.9506
g_n800_k2_47.edges,firstfit_luf,3,23.103
g_n800_k2_48.edges,firstfit,3,23.3755
g_n800_k2_48.edges,cbip,3,9175.4735
g_n800_k2_48.edges,firstfit_luf,4,23.16
g_n800_k2_49.edges,firstfit,12,24.6079
g_n800_k2_49.edges,cbip,3,9988.4458
g_n800_k2_49.edges,firstfit_luf,5,23.1214
g_n800_k2_5.edges,firstfit,4,26.9003
g_n800_k2_5.edges,cbip,2,9161.8204
g_n800_k2_5.edges,firstfit_luf,2,23.9043
g_n800_k2_6.edges,firstfit,4,23.4785
g_n800_k2_6.edges,cbip,4,9002.4176
g_n800_k2_6.edges,firstfit_luf,2,23.2158
g_n800_k2_7.edges,firstfit,3,23.4232
g_n800_k2_7.edges,cbip,3,9517.4053
g_n800_k2_7.edges,firstfit_luf,3,23.1864
g_n800_k2_8.edges,firstfit,2,22.9571
g_n800_k2_8.edges,cbip,4,9107.2772
g_n800_k2_8.edges,firstfit_luf,3,23.0916
g_n800_k2_9.edges,firstfit,2,24.0576
g_n800_k2_9.edges,cbip,4,9758.9386
g_n800_k2_9.edges,firstfit_luf,6,23.3655
g_n800_k3_0.edges,firstfit,10,27.7333
g_n800_k3_0.edges,cbip,2,6165.2114
g_n800_k3_0.edges,firstfit_luf,6,27.8542
g_n800_k3_1.edges,firstfit,18,27.1306
g_n800_k3_1.edges,cbip,2,6000.4539
g_n800_k3_1.edges,firstfit_luf,14,28.6229
g_n800_k3_10.edges,firstfit,24,28.656
g_n800_k3_10.edges,cbip,3,6138.0644
g_n800_k3_10.edges,firstfit_luf,12,29.2287
g_n800_k3_11.edges,firstfit,21,27.7472
g_n800_k3_11.edges,cbip,2,6208.8113
g_n800_k3_11.edges,firstfit_luf,8,28.0254
g_n800_k3_12.edges,firstfit,8,27.8709
g_n800_k3_12.edges,cbip,4,6093.0443
g_n800_k3_12.edges,firstfit_luf,12,27.5238
g_n800_k3_13.edges,firstfit,12,28.2919
g_n800_k3_13.edges,cbip,2,6046.2248
g_n800_k3_13.edges,firstfit_luf,12,28.1384
g_n800_k3_14.edges,firstfit,7,27.6198
g_n800_k3_14.edges,cbip,4,6447.3863
g_n800_k3_14.edges,firstfit_luf,4,28.2505
g_n800_k3_15.edges,firstfit,9,28.3589
g_n800_k3_15.edges,cbip,2,6143.353
g_n800_k3_15.edges,firstfit_luf,18,26.1822
g_n800_k3_16.edges,firstfit,20,28.1646
g_n800_k3_16.edges,cbip,2,6189.7831
g_n800_k3_16.edges,firstfit_luf,12,28.63
g_n800_k3_17.edges,firstfit,22,28.2736
g_n800_k3_17.edges,cbip,2,5913.5559
g_n800_k3_17.edges,firstfit_luf,17,27.9291
g_n800_k3_18.edges,firstfit,8,28.2536
g_n800_k3_18.edges,cbip,3,6128.0298
g_n800_k3_18.edges,firstfit_luf,21,28.1875
g_n800_k3_19.edges,firstfit,24,28.5542
g_n800_k3_19.edges,cbip,2,6056.1132
g_n800_k3_19.edges,firstfit_luf,10,27.7722
g_n800_k3_2.edges,firstfit,12,27.9839
g_n800_k3_2.edges,cbip,2,6361.4998
g_n800_k3_2.edges,firstfit_luf,7,27.4117
g_n800_k3_20.edges,firstfit,19,27.5254
g_n800_k3_20.edges,cbip,2,6159.121
g_n800_k3_20.edges,firstfit_luf,27,30.2482
g_n800_k3_21.edges,firstfit,24,29.0236
g_n800_k3_21.edges,cbip,2,6149.2507
g_n800_k3_21.edges,firstfit_luf,11,28.1761
g_n800_k3_22.edges,firstfit,11,28.2917
g_n800_k3_22.edges,cbip,2,5944.7908
g_n800_k3_22.edges,firstfit_luf,6,27.8459
g_n800_k3_23.edges,firstfit,7,28.7464
g_n800_k3_23.edges,cbip,2,5968.4939
g_n800_k3_23.edges,firstfit_luf,7,28.1036
g_n800_k3_24.edges,firstfit,20,27.7543
g_n800_k3_24.edges,cbip,4,6136.7037
g_n800_k3_24.edges,firstfit_luf,5,27.4289
g_n800_k3_25.edges,firstfit,13,27.8637
g_n800_k3_25.edges,cbip,2,6142.4439
g_n800_k3_25.edges,firstfit_luf,7,27.4792
g_n800_k3_26.edges,firstfit,25,27.6191
g_n800_k3_26.edges,cbip,2,5941.0791
g_n800_k3_26.edges,firstfit_luf,9,27.5829
g_n800_k3_27.edges,firstfit,12,28.2555
g_n800_k3_27.edges,cbip,2,6015.7008
g_n800_k3_27.edges,firstfit_luf,6,27.0216
g_n800_k3_28.edges,firstfit,6,28.2834
g_n800_k3_28.edges,cbip,3,6211.1692
g_n800_k3_28.edges,firstfit_luf,6,29.7928
g_n800_k3_29.edges,firstfit,15,26.9566
g_n800_k3_29.edges,cbip,2,6143.9197
g_n800_k3_29.edges,firstfit_luf,6,27.5254
g_n800_k3_3.edges,firstfit,25,28.3313
g_n800_k3_3.edges,cbip,3,6009.325
g_n800_k3_3.edges,firstfit_luf,6,27.1077
g_n800_k3_30.edges,firstfit,24,27.8687
g_n800_k3_30.edges,cbip,2,6074.2011
g_n800_k3_30.edges,firstfit_luf,4,27.7057
g_n800_k3_31.edges,firstfit,4,26.7217
g_n800_k3_31.edges,cbip,2,5934.586
g_n800_k3_31.edges,firstfit_luf,20,27.5931
g_n800_k3_32.edges,firstfit,6,27.854
g_n800_k3_32.edges,cbip,3,6055.6598
g_n800_k3_32.edges,firstfit_luf,5,27.627
g_n800_k3_33.edges,firstfit,14,28.3782
g_n800_k3_33.edges,cbip,3,6223.9459
g_n800_k3_33.edges,firstfit_luf,9,28.1174
g_n800_k3_34.edges,firstfit,21,30.8323
g_n800_k3_34.edges,cbip,2,6150.497
g_n800_k3_34.edges,firstfit_luf,4,27.9877
g_n800_k3_35.edges,firstfit,8,27.6923
g_n800_k3_35.edges,cbip,2,6154.578
g_n800_k3_35.edges,firstfit_luf,5,26.7992
g_n800_k3_36.edges,firstfit,24,29.6113
g_n800_k3_36.edges,cbip,3,6069.9317
g_n800_k3_36.edges,firstfit_luf,20,28.1751
g_n800_k3_37.edges,firstfit,17,28.2547
g_n800_k3_37.edges,cbip,3,6035.0287
g_n800_k3_37.edges,firstfit_luf,4,27.3156
g_n800_k3_38.edges,firstfit,19,30.3364
g_n800_k3_38.edges,cbip,2,5976.7563
g_n800_k3_38.edges,firstfit_luf,3,27.7824
g_n800_k3_39.edges,firstfit,22,29.1717
g_n800_k3_39.edges,cbip,3,6097.2359
g_n800_k3_39.edges,firstfit_luf,12,27.2892
g_n800_k3_4.edges,firstfit,7,28.3313
g_n800_k3_4.edges,cbip,3,6002.6362
g_n800_k3_4.edges,firstfit_luf,7,27.2391
g_n800_k3_40.edges,firstfit,21,27.8521
g_n800_k3_40.edges,cbip,2,5992.1005
g_n800_k3_40.edges,firstfit_luf,16,28.1274
g_n800_k3_41.edges,firstfit,11,28.7068
g_n800_k3_41.edges,cbip,2,5918.6347
g_n800_k3_41.edges,firstfit_luf,13,27.6799
g_n800_k3_42.edges,firstfit,6,28.2125
g_n800_k3_42.edges,cbip,3,6304.482
g_n800_k3_42.edges,firstfit_luf,5,28.2793
g_n800_k3_43.edges,firstfit,12,28.6705
g_n800_k3_43.edges,cbip,2,6080.8752
g_n800_k3_43.edges,firstfit_luf,10,27.0009
g_n800_k3_44.edges,firstfit,16,28.3618
g_n800_k3_44.edges,cbip,4,6041.095
g_n800_k3_44.edges,firstfit_luf,4,27.8733
g_n800_k3_45.edges,firstfit,19,30.0748
g_n800_k3_45.edges,cbip,2,6036.5777
g_n800_k3_45.edges,firstfit_luf,5,28.1038
g_n800_k3_46.edges,firstfit,24,28.6989
g_n800_k3_46.edges,cbip,3,6195.5152
g_n800_k3_46.edges,firstfit_luf,19,27.6647
g_n800_k3_47.edges,firstfit,21,28.2094
g_n800_k3_47.edges,cbip,2,5951.2925
g_n800_k3_47.edges,firstfit_luf,4,27.6711
g_n800_k3_48.edges,firstfit,22,28.796
g_n800_k3_48.edges,cbip,2,6095.5195
g_n800_k3_48.edges,firstfit_luf,7,27.8556
g_n800_k3_49.edges,firstfit,22,28.5482
g_n800_k3_49.edges,cbip,3,6291.5447
g_n800_k3_49.edges,firstfit_luf,10,28.1928
g_n800_k3_5.edges,firstfit,15,30.1242
g_n800_k3_5.edges,cbip,3,6083.1082
g_n800_k3_5.edges,firstfit_luf,15,27.9846
g_n800_k3_6.edges,firstfit,20,28.3775
g_n800_k3_6.edges,cbip,4,5970.1788
g_n800_k3_6.edges,firstfit_luf,10,27.2841
g_n800_k3_7.edges,firstfit,19,28.2769
g_n800_k3_7.edges,cbip,2,6049.1531
g_n800_k3_7.edges,firstfit_luf,7,26.7882
g_n800_k3_8.edges,firstfit,12,28.547
g_n800_k3_8.edges,cbip,4,5999.0644
g_n800_k3_8.edges,firstfit_luf,11,28.6362
g_n800_k3_9.edges,firstfit,22,28.5027
g_n800_k3_9.edges,cbip,2,5970.9611
g_n800_k3_9.edges,firstfit_luf,7,27.6623
g_n800_k4_0.edges,firstfit,27,30.7512
g_n800_k4_0.edges,cbip,2,6645.4499
g_n800_k4_0.edges,firstfit_luf,15,29.0782
g_n800_k4_1.edges,firstfit,29,31.1136
g_n800_k4_1.edges,cbip,2,6756.0668
g_n800_k4_1.edges,firstfit_luf,16,30.097
g_n800_k4_10.edges,firstfit,26,29.9549
g_n800_k4_10.edges,cbip,3,6793.1261
g_n800_k4_10.edges,firstfit_luf,29,30.4546
g_n800_k4_11.edges,firstfit,23,31.4844
g_n800_k4_11.edges,cbip,2,6730.4089
g_n800_k4_11.edges,firstfit_luf,28,30.1983
g_n800_k4_12.edges,firstfit,18,30.7527
g_n800_k4_12.edges,cbip,3,6833.2257
g_n800_k4_12.edges,firstfit_luf,22,31.0066
g_n800_k4_13.edges,firstfit,31,34.0633
g_n800_k4_13.edges,cbip,2,6904.7072
g_n800_k4_13.edges,firstfit_luf,21,30.2391
g_n800_k4_14.edges,firstfit,31,31.7147
g_n800_k4_14.edges,cbip,2,6808.6336
g_n800_k4_14.edges,firstfit_luf,9,29.2213
g_n800_k4_15.edges,firstfit,32,30.6058
g_n800_k4_15.edges,cbip,3,6977.6082
g_n800_k4_15.edges,firstfit_luf,26,30.7109
g_n800_k4_16.edges,firstfit,26,30.3566
g_n800_k4_16.edges,cbip,3,6841.5678
g_n800_k4_16.edges,firstfit_luf,16,29.9053
g_n800_k4_17.edges,firstfit,33,30.5114
g_n800_k4_17.edges,cbip,3,6729.1803
g_n800_k4_17.edges,firstfit_luf,15,30.3595
g_n800_k4_18.edges,firstfit,36,33.7307
g_n800_k4_18.edges,cbip,2,6726.0079
g_n800_k4_18.edges,firstfit_luf,20,29.9895
g_n800_k4_19.edges,firstfit,39,31.1272
g_n800_k4_19.edges,cbip,3,6846.8072
g_n800_k4_19.edges,firstfit_luf,31,29.7697
g_n800_k4_2.edges,firstfit,24,30.0465
g_n800_k4_2.edges,cbip,3,6746.592
g_n800_k4_2.edges,firstfit_luf,19,29.9554
g_n800_k4_20.edges,firstfit,28,30.1132
g_n800_k4_20.edges,cbip,3,6783.9439
g_n800_k4_20.edges,firstfit_luf,28,29.4328
g_n800_k4_21.edges,firstfit,25,30.6652
g_n800_k4_21.edges,cbip,2,6697.8123
g_n800_k4_21.edges,firstfit_luf,30,30.4236
g_n800_k4_22.edges,firstfit,22,30.8969
g_n800_k4_22.edges,cbip,3,6819.7069
g_n800_k4_22.edges,firstfit_luf,23,29.7217
g_n800_k4_23.edges,firstfit,7,30.5777
g_n800_k4_23.edges,cbip,2,6665.3249
g_n800_k4_23.edges,firstfit_luf,14,30.1132
g_n800_k4_24.edges,firstfit,36,32.3465
g_n800_k4_24.edges,cbip,2,6803.9408
g_n800_k4_24.edges,firstfit_luf,28,29.3446
g_n800_k4_25.edges,firstfit,16,30.4873
g_n800_k4_25.edges,cbip,3,6855.1321
g_n800_k4_25.edges,firstfit_luf,30,29.3534
g_n800_k4_26.edges,firstfit,39,30.9491
g_n800_k4_26.edges,cbip,4,6692.1432
g_n800_k4_26.edges,firstfit_luf,22,30.8027
g_n800_k4_27.edges,firstfit,31,30.8406
g_n800_k4_27.edges,cbip,3,7145.4771
g_n800_k4_27.edges,firstfit_luf,21,30.6089
g_n800_k4_28.edges,firstfit,39,30.3977
g_n800_k4_28.edges,cbip,2,6788.8222
g_n800_k4_28.edges,firstfit_luf,9,29.5835
g_n800_k4_29.edges,firstfit,31,30.9999
g_n800_k4_29.edges,cbip,2,6782.6676
g_n800_k4_29.edges,firstfit_luf,28,32.8431
g_n800_k4_3.edges,firstfit,34,32.2917
g_n800_k4_3.edges,cbip,2,6738.1661
g_n800_k4_3.edges,firstfit_luf,33,30.5753
g_n800_k4_30.edges,firstfit,31,30.3319
g_n800_k4_30.edges,cbip,2,6911.7544
g_n800_k4_30.edges,firstfit_luf,25,30.0682
g_n800_k4_31.edges,firstfit,26,30.3378
g_n800_k4_31.edges,cbip,2,6700.7198
g_n800_k4_31.edges,firstfit_luf,33,30.1459
g_n800_k4_32.edges,firstfit,39,30.6921
g_n800_k4_32.edges,cbip,3,6650.4653
g_n800_k4_32.edges,firstfit_luf,21,29.7387
g_n800_k4_33.edges,firstfit,32,31.7526
g_n800_k4_33.edges,cbip,2,6783.2081
g_n800_k4_33.edges,firstfit_luf,5,29.798
g_n800_k4_34.edges,firstfit,15,29.6736
g_n800_k4_34.edges,cbip,3,6704.9544
g_n800_k4_34.edges,firstfit_luf,12,29.4254
g_n800_k4_35.edges,firstfit,18,31.1668
g_n800_k4_35.edges,cbip,2,6738.9796
g_n800_k4_35.edges,firstfit_luf,29,30.4952
g_n800_k4_36.edges,firstfit,28,31.2121
g_n800_k4_36.edges,cbip,3,6845.1638
g_n800_k4_36.edges,firstfit_luf,15,30.5355
g_n800_k4_37.edges,firstfit,21,33.107
g_n800_k4_37.edges,cbip,2,6955.9715
g_n800_k4_37.edges,firstfit_luf,34,30.7229
g_n800_k4_38.edges,firstfit,40,30.9672
g_n800_k4_38.edges,cbip,3,6786.6151
g_n800_k4_38.edges,firstfit_luf,29,29.8867
g_n800_k4_39.edges,firstfit,34,30.0217
g_n800_k4_39.edges,cbip,2,6795.3353
g_n800_k4_39.edges,firstfit_luf,27,30.7367
g_n800_k4_4.edges,firstfit,19,29.7952
g_n800_k4_4.edges,cbip,2,6746.7022
g_n800_k4_4.edges,firstfit_luf,29,30.0851
g_n800_k4_40.edges,firstfit,33,31.297
g_n800_k4_40.edges,cbip,3,7165.0834
g_n800_k4_40.edges,firstfit_luf,23,29.8963
g_n800_k4_41.edges,firstfit,32,30.8766
g_n800_k4_41.edges,cbip,3,6697.5093
g_n800_k4_41.edges,firstfit_luf,19,29.5324
g_n800_k4_42.edges,firstfit,27,30.6261
g_n800_k4_42.edges,cbip,2,6599.504
g_n800_k4_42.edges,firstfit_luf,10,29.8264
g_n800_k4_43.edges,firstfit,31,34.44
g_n800_k4_43.edges,cbip,3,6768.0459
g_n800_k4_43.edges,firstfit_luf,25,28.2621
g_n800_k4_44.edges,firstfit,34,30.2076
g_n800_k4_44.edges,cbip,3,6859.7462
g_n800_k4_44.edges,firstfit_luf,23,30.0825
g_n800_k4_45.edges,firstfit,24,31.7369
g_n800_k4_45.edges,cbip,2,6777.066
g_n800_k4_45.edges,firstfit_luf,26,30.4303
g_n800_k4_46.edges,firstfit,34,31.0371
g_n800_k4_46.edges,cbip,3,6646.0907
g_n800_k4_46.edges,firstfit_luf,16,29.7909
g_n800_k4_47.edges,firstfit,29,30.8421
g_n800_k4_47.edges,cbip,2,6865.2351
g_n800_k4_47.edges,firstfit_luf,30,30.5147
g_n800_k4_48.edges,firstfit,29,30.5185
g_n800_k4_48.edges,cbip,4,6764.0109
g_n800_k4_48.edges,firstfit_luf,25,30.0949
g_n800_k4_49.edges,firstfit,17,30.7558
g_n800_k4_49.edges,cbip,3,6914.4266
g_n800_k4_49.edges,firstfit_luf,31,29.9964
g_n800_k4_5.edges,firstfit,34,30.8626
g_n800_k4_5.edges,cbip,2,7049.8555
g_n800_k4_5.edges,firstfit_luf,29,31.0416
g_n800_k4_6.edges,firstfit,33,30.4461
g_n800_k4_6.edges,cbip,2,6726.5785
g_n800_k4_6.edges,firstfit_luf,28,29.619
g_n800_k4_7.edges,firstfit,30,30.4935
g_n800_k4_7.edges,cbip,3,6762.6569
g_n800_k4_7.edges,firstfit_luf,14,30.5362
g_n800_k4_8.edges,firstfit,28,30.9334
g_n800_k4_8.edges,cbip,2,6759.7508
g_n800_k4_8.edges,firstfit_luf,31,30.4127
g_n800_k4_9.edges,firstfit,23,30.6363
g_n800_k4_9.edges,cbip,2,7429.0948
g_n800_k4_9.edges,firstfit_luf,11,30.1886
